STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_SEC_CUAT_PO_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",0,WB_WDI,PU,20.5400009155273,A,Annual,"Venezuela, RB","Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_SEC_CUAT_PO_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",0,WB_WDI,PU,24.8600006103516,A,Annual,"Venezuela, RB","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_PRM_CUAT_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",0,WB_WDI,PU,85.2,A,Annual,"Venezuela, RB","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_PRM_CUAT_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",0,WB_WDI,PU,83.4,A,Annual,"Venezuela, RB","Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_PRM_CUAT_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",0,WB_WDI,PU,84.3,A,Annual,"Venezuela, RB","Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_TER_CUAT_ST_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",0,WB_WDI,PU,28.9400005340576,A,Annual,"Venezuela, RB","Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_TER_CUAT_ST_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",0,WB_WDI,PU,20.5400009155273,A,Annual,"Venezuela, RB","Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_TER_CUAT_ST_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",0,WB_WDI,PU,24.8600006103516,A,Annual,"Venezuela, RB","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_SEC_CUAT_UP_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",0,WB_WDI,PU,50.6,A,Annual,"Venezuela, RB","Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_SEC_CUAT_UP_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",0,WB_WDI,PU,43.2,A,Annual,"Venezuela, RB","Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_SEC_CUAT_UP_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",0,WB_WDI,PU,46.9,A,Annual,"Venezuela, RB","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_USE_ELEC_KH_PC,_T,_T,_T,KWH,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,Electric power consumption (kWh per capita),0,WB_WDI,PU,3198.2292950279066,A,Annual,"Venezuela, RB",Electric power consumption (kWh per capita),Total,All age ranges or no breakdown by age,Total,Kilowatt hour (KWh),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_LOSS_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Electric power transmission and distribution losses (% of output),0,WB_WDI,PU,20.458109746276378,A,Annual,"Venezuela, RB",Electric power transmission and distribution losses (% of output),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_COAL_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Electricity production from coal sources (% of total),0,WB_WDI,PU,0.0,A,Annual,"Venezuela, RB",Electricity production from coal sources (% of total),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_HYRO_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Electricity production from hydroelectric sources (% of total),0,WB_WDI,PU,70.9290201164772,A,Annual,"Venezuela, RB",Electricity production from hydroelectric sources (% of total),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_NGAS_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Electricity production from natural gas sources (% of total),0,WB_WDI,PU,14.307028475030306,A,Annual,"Venezuela, RB",Electricity production from natural gas sources (% of total),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_NUCL_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Electricity production from nuclear sources (% of total),0,WB_WDI,PU,0.0,A,Annual,"Venezuela, RB",Electricity production from nuclear sources (% of total),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_PETR_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Electricity production from oil sources (% of total),0,WB_WDI,PU,14.762255961615084,A,Annual,"Venezuela, RB",Electricity production from oil sources (% of total),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_FOSL_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Electricity production from oil, gas and coal sources (% of total)",0,WB_WDI,PU,29.069284436645386,A,Annual,"Venezuela, RB","Electricity production from oil, gas and coal sources (% of total)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_RNWX_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Electricity production from renewable sources, excluding hydroelectric (% of total)",0,WB_WDI,PU,0.003992777396302231,A,Annual,"Venezuela, RB","Electricity production from renewable sources, excluding hydroelectric (% of total)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_ELC_RNWX_KH,_T,_T,_T,KWH,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,"Electricity production from renewable sources, excluding hydroelectric (kWh)",0,WB_WDI,PU,4710000.0,A,Annual,"Venezuela, RB","Electricity production from renewable sources, excluding hydroelectric (kWh)",Total,All age ranges or no breakdown by age,Total,Kilowatt hour (KWh),Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_MPYR_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employers, female (% of female employment) (modeled ILO estimate)",0,WB_WDI,PU,1.61649797202906,A,Annual,"Venezuela, RB","Employers, female (% of female employment) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_MPYR_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employers, male (% of male employment) (modeled ILO estimate)",0,WB_WDI,PU,4.74257327212915,A,Annual,"Venezuela, RB","Employers, male (% of male employment) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_MPYR_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employers, total (% of total employment) (modeled ILO estimate)",0,WB_WDI,PU,3.50701317246174,A,Annual,"Venezuela, RB","Employers, total (% of total employment) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_AGR_EMPL_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Employment in agriculture (% of total employment) (modeled ILO estimate),0,WB_WDI,PU,8.05249608116882,A,Annual,"Venezuela, RB",Employment in agriculture (% of total employment) (modeled ILO estimate),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_AGR_EMPL_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0,WB_WDI,PU,1.59196497660433,A,Annual,"Venezuela, RB","Employment in agriculture, female (% of female employment) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_AGR_EMPL_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",0,WB_WDI,PU,12.2748372292375,A,Annual,"Venezuela, RB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_IND_EMPL_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Employment in industry (% of total employment) (modeled ILO estimate),0,WB_WDI,PU,21.7971909213826,A,Annual,"Venezuela, RB",Employment in industry (% of total employment) (modeled ILO estimate),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_IND_EMPL_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment in industry, female (% of female employment) (modeled ILO estimate)",0,WB_WDI,PU,10.7409234668176,A,Annual,"Venezuela, RB","Employment in industry, female (% of female employment) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_IND_EMPL_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment in industry, male (% of male employment) (modeled ILO estimate)",0,WB_WDI,PU,29.0230957514445,A,Annual,"Venezuela, RB","Employment in industry, male (% of male employment) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_SRV_EMPL_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,Employment in services (% of total employment) (modeled ILO estimate),0,WB_WDI,PU,70.1503129974485,A,Annual,"Venezuela, RB",Employment in services (% of total employment) (modeled ILO estimate),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_SRV_EMPL_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment in services, female (% of female employment) (modeled ILO estimate)",0,WB_WDI,PU,87.6671115565781,A,Annual,"Venezuela, RB","Employment in services, female (% of female employment) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_SRV_EMPL_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment in services, male (% of male employment) (modeled ILO estimate)",0,WB_WDI,PU,58.702067019318,A,Annual,"Venezuela, RB","Employment in services, male (% of male employment) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_TOTL_SP_FE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",0,WB_WDI,PU,46.067,A,Annual,"Venezuela, RB","Employment to population ratio, 15+, female (%) (modeled ILO estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_TOTL_SP_FE_NE_ZS,F,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, 15+, female (%) (national estimate)",0,WB_WDI,PU,45.96,A,Annual,"Venezuela, RB","Employment to population ratio, 15+, female (%) (national estimate)",Female,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_TOTL_SP_MA_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",0,WB_WDI,PU,72.843,A,Annual,"Venezuela, RB","Employment to population ratio, 15+, male (%) (modeled ILO estimate)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_TOTL_SP_MA_NE_ZS,M,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, 15+, male (%) (national estimate)",0,WB_WDI,PU,72.676,A,Annual,"Venezuela, RB","Employment to population ratio, 15+, male (%) (national estimate)",Male,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_TOTL_SP_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0,WB_WDI,PU,59.235,A,Annual,"Venezuela, RB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_TOTL_SP_NE_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, 15+, total (%) (national estimate)",0,WB_WDI,PU,59.234,A,Annual,"Venezuela, RB","Employment to population ratio, 15+, total (%) (national estimate)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_1524_SP_FE_ZS,F,Y15T24,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",0,WB_WDI,PU,23.196,A,Annual,"Venezuela, RB","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",Female,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_1524_SP_FE_NE_ZS,F,Y15T24,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, ages 15-24, female (%) (national estimate)",0,WB_WDI,PU,23.182,A,Annual,"Venezuela, RB","Employment to population ratio, ages 15-24, female (%) (national estimate)",Female,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_1524_SP_MA_ZS,M,Y15T24,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",0,WB_WDI,PU,46.265,A,Annual,"Venezuela, RB","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Male,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_1524_SP_MA_NE_ZS,M,Y15T24,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, ages 15-24, male (%) (national estimate)",0,WB_WDI,PU,46.305,A,Annual,"Venezuela, RB","Employment to population ratio, ages 15-24, male (%) (national estimate)",Male,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_1524_SP_ZS,_T,Y15T24,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",0,WB_WDI,PU,34.94,A,Annual,"Venezuela, RB","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Total,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SL_EMP_1524_SP_NE_ZS,_T,Y15T24,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Employment to population ratio, ages 15-24, total (%) (national estimate)",0,WB_WDI,PU,34.925,A,Annual,"Venezuela, RB","Employment to population ratio, ages 15-24, total (%) (national estimate)",Total,15 to 24 years old,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_IMP_CONS_ZS,_T,_T,_T,PT,_Z,_Z,_Z,2011,_Z,RATIO,2,WB_WDI,P1Y,"Energy imports, net (% of energy use)",0,WB_WDI,PU,-200.44193216855035,A,Annual,"Venezuela, RB","Energy imports, net (% of energy use)",Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_EG_EGY_PRIM_PP_KD,_T,_T,_T,MJ_GDP_PPP_K_2017,_Z,_Z,_Z,2011,_Z,NUMBER,2,WB_WDI,P1Y,Energy intensity level of primary energy (MJ/$2021 PPP GDP),0,WB_WDI,PU,5.08,A,Annual,"Venezuela, RB",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Total,All age ranges or no breakdown by age,Total,"Megajoules per unit of GDP, 2017 constant PPP",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Number (real number),Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
